"outlet_name","political_leaning","link","domain","domain_stripped","source","factuality","bias","qr_check"
"The Durango Herald","Right-Center","https://durangoherald.com","durangoherald.com","durangoherald","MBFC","high","Right-Center Bias","reliable"
"Ethics and Public Policy Center (EPPC)","Right-Center","https://eppc.org/","eppc.org","eppc","MBFC","high","Right-Center Bias","reliable"
"Foundation for Economic Education","Right-Center","https://fee.org/","fee.org","fee","MBFC","mixed","Right-Center Bias","reliable"
"Freedom House","Right-Center","https://freedomhouse.org/","freedomhouse.org","freedomhouse","MBFC","high","Right-Center Bias","reliable"
"Heterodox Academy","Right-Center","https://heterodoxacademy.org","heterodoxacademy.org","heterodoxacademy","MBFC","high","Right-Center Bias","reliable"
"In Homeland Security","Right-Center","https://inhomelandsecurity.com","inhomelandsecurity.com","inhomelandsecurity","MBFC","high","Right-Center Bias","reliable"
"The News Lens","Right-Center","https://international.thenewslens.com/","international.thenewslens.com","thenewslens","MBFC","high","Right-Center Bias","reliable"
"Regina Leader-Post","Right-Center","https://leaderpost.com","leaderpost.com","leaderpost","MBFC","high","Right-Center Bias","reliable"
"Lynx Media","Right-Center","https://lynx.media/","lynx.media","lynx","MBFC","mixed","Right-Center Bias","reliable"
"National Post","Right-Center","https://nationalpost.com","nationalpost.com","nationalpost","MBFC","high","Right-Center Bias","reliable"
"Ottawa Sun","Right-Center","https://ottawasun.com/","ottawasun.com","ottawasun","MBFC","high","Right-Center Bias","reliable"
"Politisite","Right-Center","https://politisite.com/","politisite.com","politisite","MBFC","high","Right-Center Bias","reliable"
"Remington Research Group","Right-Center","https://remingtonresearchgroup.com","remingtonresearchgroup.com","remingtonresearchgroup","MBFC","high","Right-Center Bias","reliable"
"SOFREP","Right-Center","https://sofrep.com/","sofrep.com","sofrep","MBFC","high","Right-Center Bias","reliable"
"Breakthrough Institute","Right-Center","https://thebreakthrough.org","thebreakthrough.org","thebreakthrough","MBFC","high","Right-Center Bias","reliable"
"Institute for Humane Studies","Right-Center","https://theihs.org/","theihs.org","theihs","MBFC","high","Right-Center Bias","reliable"
"The West Australian","Right-Center","https://thewest.com.au/","thewest.com.au","thewest","MBFC","high","Right-Center Bias","reliable"
"Albuquerque Journal","Right-Center","https://www.abqjournal.com/","www.abqjournal.com","abqjournal","MBFC","high","Right-Center Bias","reliable"
"Against Crony Capitalism","Right","https://www.ac2news.com","www.ac2news.com","ac2news","MBFC","mostly factual","Right Bias","reliable"
"Al.com (Alabama News)","Right-Center","https://www.al.com/","www.al.com","al","MBFC","high","Right-Center Bias","reliable"
"The Algemeiner Journal","Right-Center","https://www.algemeiner.com/","www.algemeiner.com","algemeiner","MBFC","high","Right-Center Bias","reliable"
"American Action Forum","Right-Center","https://www.americanactionforum.org/","www.americanactionforum.org","americanactionforum","MBFC","mostly factual","Right-Center Bias","reliable"
"BusinessLIVE","Right-Center","https://www.businesslive.co.za","www.businesslive.co.za","businesslive","MBFC","mixed","Right-Center Bias","reliable"
"Cato Institute","Right-Center","https://www.cato.org/","www.cato.org","cato","MBFC","high","Right-Center Bias","reliable"
"Deccan Chronicle","Right-Center","https://www.deccanchronicle.com/","www.deccanchronicle.com","deccanchronicle","MBFC","mostly factual","Right-Center Bias","reliable"
"Detroit News","Right-Center","https://www.detroitnews.com/","www.detroitnews.com","detroitnews","MBFC","high","Right-Center Bias","reliable"
"Downsizing the Federal Government","Right-Center","https://www.downsizinggovernment.org","www.downsizinggovernment.org","downsizinggovernment","MBFC","high","Right-Center Bias","reliable"
"FitsNews","Right-Center","https://www.fitsnews.com/","www.fitsnews.com","fitsnews","MBFC","mostly factual","Right-Center Bias","reliable"
"Fraser Institute","Right-Center","https://www.fraserinstitute.org/","www.fraserinstitute.org","fraserinstitute","MBFC","mixed","Right-Center Bias","reliable"
"Guns.com","Right-Center","https://www.guns.com/","www.guns.com","guns","MBFC","high","Right-Center Bias","reliable"
"Libertarianism.org","Right-Center","https://www.libertarianism.org","www.libertarianism.org","libertarianism","MBFC","high","Right-Center Bias","reliable"
"Manila Times","Right-Center","https://www.manilatimes.net","www.manilatimes.net","manilatimes","MBFC","mixed","Right-Center Bias","reliable"
"Metabunk","Right-Center","https://www.metabunk.org/","www.metabunk.org","metabunk","MBFC","high","Pro-Science","reliable"
"Open Doors","Right-Center","https://www.opendoorsusa.org","www.opendoorsusa.org","opendoorsusa","MBFC","mixed","Right-Center Bias","reliable"
"Student Daily News","Right-Center","https://www.studentnewsdaily.com/","www.studentnewsdaily.com","studentnewsdaily","MBFC","high","Right-Center Bias","reliable"
"Advocates for Self-Government","Right-Center","https://www.theadvocates.org/","www.theadvocates.org","theadvocates","MBFC","mostly factual","Right-Center Bias","reliable"
"The Sumter Item","Right-Center","https://www.theitem.com/","www.theitem.com","theitem","MBFC","high","Right-Center Bias","reliable"
"The Jack News","Right-Center","https://www.thejacknews.com","www.thejacknews.com","thejacknews","MBFC","high","Right-Center Bias","reliable"
"The Ledger","Right-Center","https://www.theledger.com","www.theledger.com","theledger","MBFC","high","Right-Center Bias","reliable"
"The Objective Standard","Right-Center","https://www.theobjectivestandard.com","www.theobjectivestandard.com","theobjectivestandard","MBFC","high","Right-Center Bias","reliable"
"The Quint","Right-Center","https://www.thequint.com/","www.thequint.com","thequint","MBFC","mixed","Right-Center Bias","reliable"
"The Sorrentino","Right-Center","https://www.thesorrentino.com","www.thesorrentino.com","thesorrentino","MBFC","mixed","Right-Center Bias","reliable"
"The Times Herald (Port Huron)","Right-Center","https://www.thetimesherald.com","www.thetimesherald.com","thetimesherald","MBFC","high","Right-Center Bias","reliable"
"Times News (Pennsylvania)","Right-Center","https://www.tnonline.com","www.tnonline.com","tnonline","MBFC","high","Right-Center Bias","reliable"
"de Volkskrant","Right-Center","https://www.volkskrant.nl/","www.volkskrant.nl","volkskrant","MBFC","high","Right-Center Bias","reliable"
"Wall Street Journal","Right-Center","https://www.wsj.com/","www.wsj.com","wsj","MBFC","mostly factual","Right-Center Bias","reliable"
"Zebra Fact Check","Right-Center","https://www.zebrafactcheck.com","www.zebrafactcheck.com","zebrafactcheck","MBFC","high","Right-Center Bias","reliable"
"American Council on Science and Health (ACSH)","Right-Center","https://www.acsh.org","www.acsh.org","acsh","MBFC","high","Right-Center Bias","reliable"
"American Institute for Economic Research","Right-Center","https://aier.org","aier.org","aier","MBFC","mixed","Right-Center Bias","reliable"
"Angus Reid","Right-Center","http://angusreid.org","angusreid.org","angusreid","MBFC","high","Right-Center Bias","reliable"
"ArcaMax","Right-Center","https://www.arcamax.com/","www.arcamax.com","arcamax","MBFC","mostly factual","Right-Center Bias","reliable"
"Argus Leader","Right-Center","https://www.argusleader.com","www.argusleader.com","argusleader","MBFC","high","Right-Center Bias","reliable"
"Asharq","Right-Center","https://aawsat.com/english/","aawsat.com","aawsat","MBFC","mixed","Right-Center Bias","reliable"
"Asian News International","Right-Center","https://www.aninews.in","www.aninews.in","aninews","MBFC","mixed","Right-Center Bias","reliable"
"B.T. Denmark","Right-Center","https://www.bt.dk/","www.bt.dk","bt","MBFC","mostly factual","Right-Center Bias","reliable"
"Barron’s","Right-Center","https://www.barrons.com","www.barrons.com","barrons","MBFC","high","Right-Center Bias","reliable"
"Berlingske","Right-Center","https://www.berlingske.dk/","www.berlingske.dk","berlingske","MBFC","mostly factual","Right-Center Bias","reliable"
"Bild","Right-Center","https://www.bild.de/","www.bild.de","bild","MBFC","mixed","Right-Center Bias","reliable"
"CCN","Right-Center","https://www.ccn.com","www.ccn.com","ccn","MBFC","high","Right-Center Bias","reliable"
"Capitalism Magazine","Right-Center","https://www.capitalismmagazine.com/","www.capitalismmagazine.com","capitalismmagazine","MBFC","mostly factual","Right-Center Bias","reliable"
"Committee for a Responsible Federal Buddget","Right-Center","http://crfb.org/","crfb.org","crfb","MBFC","very high","Right-Center Bias","reliable"
"Daily Mining Gazette","Right-Center","https://www.mininggazette.com/","www.mininggazette.com","mininggazette","MBFC","high","Right-Center Bias","reliable"
"DailyO","Right-Center","https://www.dailyo.in","www.dailyo.in","dailyo","MBFC","mixed","Right-Center Bias","reliable"
"Denver Gazette","Right-Center","https://denvergazette.com/","denvergazette.com","denvergazette","MBFC","high","Right-Center Bias","reliable"
"Deutschland.de","Right-Center","https://www.deutschland.de/","www.deutschland.de","deutschland","MBFC","mostly factual","Right-Center Bias","reliable"
"Die Presse","Right-Center","https://www.diepresse.com/","www.diepresse.com","diepresse","MBFC","high","Right-Center Bias","reliable"
"Die Welt","Right-Center","https://www.welt.de/","www.welt.de","welt","MBFC","high","Right-Center Bias","reliable"
"Edmonton Examiner","Right-Center","https://www.edmontonexaminer.com/","www.edmontonexaminer.com","edmontonexaminer","MBFC","mostly factual","Right-Center Bias","reliable"
"El Mundo","Right-Center","https://www.elmundo.es/","www.elmundo.es","elmundo","MBFC","mostly factual","Right-Center Bias","reliable"
"Ethnikos Kyrix","Right-Center","https://www.ekirikas.com/","www.ekirikas.com","ekirikas","MBFC","mixed","Right-Center Bias","reliable"
"Expressen","Right-Center","https://www.expressen.se/","www.expressen.se","expressen","MBFC","mostly factual","Right-Center Bias","reliable"
"FDD’s Long War Journal","Right-Center","https://www.longwarjournal.org","www.longwarjournal.org","longwarjournal","MBFC","high","Right-Center Bias","reliable"
"Firearms","Right-Center","https://www.firearmsnews.com","www.firearmsnews.com","firearmsnews","MBFC","high","Right-Center Bias","reliable"
"Fitch Ratings","Right-Center","https://www.fitchratings.com/","www.fitchratings.com","fitchratings","MBFC","high","Right-Center Bias","reliable"
"Fort Bend","Right-Center","http://www.fbherald.com","www.fbherald.com","fbherald","MBFC","high","Right-Center Bias","reliable"
"Fortnightly Review","Right-Center","http://fortnightlyreview.co.uk/","fortnightlyreview.co.uk","fortnightlyreview","MBFC","high","Right-Center Bias","reliable"
"Fox Business","Right-Center","https://www.foxbusiness.com/","www.foxbusiness.com","foxbusiness","MBFC","mostly factual","Right-Center Bias","reliable"
"Freedom Alliance","Right-Center","https://freedomalliance.org","freedomalliance.org","freedomalliance","MBFC","high","Right-Center Bias","reliable"
"Greeley Tribune","Right-Center","https://www.greeleytribune.com","www.greeleytribune.com","greeleytribune","MBFC","high","Right-Center Bias","reliable"
"Göteborgs-Posten","Right-Center","https://www.gp.se/","www.gp.se","gp","MBFC","mostly factual","Right-Center Bias","reliable"
"Herald Sun (AUS)","Right-Center","https://www.heraldsun.com.au/","www.heraldsun.com.au","heraldsun","MBFC","mostly factual","Right-Center Bias","reliable"
"Hoover Institution","Right-Center","https://www.hoover.org/","www.hoover.org","hoover","MBFC","high","Right-Center Bias","reliable"
"Idaho State Journal","Right-Center","https://www.idahostatejournal.com/","www.idahostatejournal.com","idahostatejournal","MBFC","high","Right-Center Bias","reliable"
"Il Giornale","Right-Center","https://www.ilgiornale.it/","www.ilgiornale.it","ilgiornale","MBFC","mixed","Right-Center Bias","reliable"
"India Times","Right-Center","https://www.indiatimes.com/","www.indiatimes.com","indiatimes","MBFC","mixed","Right-Center Bias","reliable"
"India.com","Right-Center","https://www.india.com/","www.india.com","india","MBFC","mostly factual","Right-Center Bias","reliable"
"Inforum (The Forum of Fargo-Moorhead)","Right-Center","https://www.inforum.com","www.inforum.com","inforum","MBFC","high","Right-Center Bias","reliable"
"Jerusalem Post","Right-Center","https://www.jpost.com/","www.jpost.com","jpost","MBFC","mostly factual","Right-Center Bias","reliable"
"Jewish Journal","Right-Center","https://jewishjournal.com/","jewishjournal.com","jewishjournal","MBFC","high","Right-Center Bias","reliable"
"Jewish News Syndicate","Right-Center","https://www.jns.org","www.jns.org","jns","MBFC","high","Right-Center Bias","reliable"
"KATU2","Right-Center","https://katu.com/","katu.com","katu","MBFC","high","Right-Center Bias","reliable"
"Korean Herald","Right-Center","http://www.koreaherald.com/","www.koreaherald.com","koreaherald","MBFC","mixed","Right-Center Bias","reliable"
